Gender,Age,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
Female,19,72,mising,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,109.9,0.0,0,3017.52,10641.72,Stayed,mising,mising
Male,64,52,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Credit Card,81.4,0.0,0,2149.68,6504.13,Stayed,mising,mising
Female,44,67,Offer A,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,One Year,Credit Card,50.55,0.0,0,3142.3,6574.05,Stayed,mising,mising
Female,58,28,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,81.05,0.0,0,471.8,2698.9,Churned,Competitor,Competitor had better devices
Female,29,32,Offer C,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,62.45,0.0,0,1064.96,3110.51,Stayed,mising,mising
Female,80,27,mising,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.2,0.0,0,189.54,2118.89,Churned,Attitude,Attitude of support person
Male,22,2,Offer E,Yes,Yes,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,85.65,0.0,0,80.86,262.36,Churned,Competitor,Competitor made better offer
Female,50,9,mising,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,72.9,0.0,0,319.41,970.81,Churned,Competitor,Competitor made better offer
Male,53,50,Offer B,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,Two Year,Credit Card,70.5,0.0,0,2224.5,5711.15,Stayed,mising,mising
Female,45,71,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,20.1,0.0,0,2203.13,3592.73,Stayed,mising,mising
Male,76,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.9,0.0,0,1514.88,3818.23,Churned,Attitude,Attitude of support person
Female,57,16,Offer D,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.7,0.0,0,436.32,1959.02,Stayed,mising,mising
Female,45,67,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,105.65,0.0,0,1191.93,7909.83,Stayed,mising,mising
Male,43,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,114.3,0.0,0,1147.68,9206.23,Stayed,mising,mising
Female,41,3,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,19.75,0.0,0,73.89,132.74,Churned,Attitude,Attitude of support person
Male,22,23,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,24.35,0.0,0,1104.46,1642.96,Stayed,mising,mising
Male,62,72,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Two Year,Bank Withdrawal,69.85,25.24,0,2042.64,7119.75,Stayed,mising,mising
Male,21,7,Offer E,No,mising,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,-3.0,0.0,0,0.0,465.7,Stayed,mising,mising
Male,49,8,Offer E,Yes,No,Yes,DSL,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,54.4,0.0,0,12.48,487.58,Stayed,mising,mising
Male,33,66,Offer A,No,mising,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,50.55,0.0,110,0.0,3474.55,Stayed,mising,mising
Male,30,5,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,21.05,0.0,0,171.3,285.15,Churned,Attitude,Attitude of support person
Male,38,49,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.7,0.0,0,2172.17,7208.47,Churned,Competitor,Competitor had better devices
Male,56,63,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,19.95,0.0,0,2416.68,3651.48,Stayed,mising,mising
Female,70,12,Offer D,No,mising,Yes,DSL,No,No,Yes,No,No,No,Yes,Month-to-Month,Mailed Check,29.3,0.0,0,0.0,355.9,Stayed,mising,mising
Male,54,27,mising,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,54.75,0.0,0,977.13,2487.43,Stayed,mising,mising
Female,57,35,mising,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,60.55,0.0,0,1568.35,3550.95,Stayed,mising,mising
Female,40,54,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,86.2,0.0,0,233.82,4757.87,Stayed,mising,mising
Male,56,1,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.45,0.0,0,5.59,101.04,Churned,Competitor,Competitor had better devices
Male,38,5,Offer E,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Credit Card,63.95,0.0,0,69.8,387.9,Stayed,mising,mising
Male,61,19,mising,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,65.35,0.0,60,794.01,2085.86,Stayed,mising,mising
Male,35,52,mising,No,mising,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,50.2,27.01,0,0.0,2526.99,Stayed,mising,mising
Female,61,72,mising,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,63.8,0.0,0,0.0,4684.3,Stayed,mising,mising
Male,50,32,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,20.05,9.73,0,477.12,1081.84,Stayed,mising,mising
Female,47,8,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.15,0.0,0,135.04,977.94,Churned,Competitor,Competitor made better offer
Male,35,41,Offer B,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No,One Year,Mailed Check,65.0,0.0,140,1539.55,4211.35,Stayed,mising,mising
Male,32,5,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.25,0.0,0,105.05,191.1,Stayed,mising,mising
Female,54,11,mising,No,mising,Yes,DSL,Yes,No,Yes,No,No,No,No,One Year,Credit Card,36.05,0.0,100,0.0,502.6,Stayed,mising,mising
Male,61,5,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,96.1,0.0,0,155.45,608.85,Churned,Competitor,Competitor made better offer
Female,62,16,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,19.05,0.0,0,664.16,990.81,Stayed,mising,mising
Male,80,71,mising,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,105.75,0.0,0,433.1,7815.95,Stayed,mising,mising
Female,23,11,mising,No,mising,Yes,DSL,No,Yes,Yes,No,No,No,Yes,One Year,Credit Card,40.4,0.0,0,0.0,422.6,Stayed,mising,mising
Female,63,61,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.15,0.0,0,3009.13,9019.18,Churned,Dissatisfaction,Service dissatisfaction
Female,50,71,mising,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,84.8,0.0,0,1637.26,7683.36,Stayed,mising,mising
Male,56,9,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.85,0.0,0,366.66,545.46,Stayed,mising,mising
Female,63,6,mising,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.45,0.0,0,234.96,549.56,Stayed,mising,mising
Female,58,26,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,88.8,0.0,50,990.34,3314.69,Churned,Dissatisfaction,Service dissatisfaction
Female,29,6,Offer E,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Mailed Check,55.15,0.0,0,41.88,364.78,Stayed,mising,mising
Male,54,11,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,84.8,0.0,0,336.27,1225.02,Stayed,mising,mising
Male,25,1,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,No,Month-to-Month,Bank Withdrawal,80.55,0.0,0,43.67,124.22,Churned,Competitor,Competitor had better devices
Female,31,49,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,20.15,0.0,0,138.18,1111.53,Stayed,mising,mising
Female,46,53,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,99.5,0.0,0,2309.21,7733.46,Stayed,mising,mising
Male,28,23,mising,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.85,0.0,0,872.85,3204.15,Churned,Other,Don't know
Male,63,2,mising,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.35,0.0,0,50.98,140.48,Churned,Competitor,Competitor had better devices
Male,37,1,mising,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,48.55,0.0,0,11.35,59.9,Churned,Attitude,Attitude of support person
Female,74,68,mising,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.2,0.0,0,1450.44,8302.09,Churned,Competitor,Competitor offered more data
Male,44,8,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,94.7,0.0,80,155.92,976.22,Churned,Competitor,Competitor offered more data
Female,21,70,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,One Year,Bank Withdrawal,97.65,0.0,80,1166.2,8228.7,Stayed,mising,mising
Male,62,39,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,100.0,0.0,0,674.31,4509.86,Stayed,mising,mising
Female,43,1,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.1,0.0,0,17.37,87.47,Churned,Competitor,Competitor had better devices
Female,40,3,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,97.9,0.0,0,90.54,405.84,Churned,Price,Price too high
Male,48,60,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,102.5,0.0,0,1153.2,7310.8,Stayed,mising,mising
Female,55,5,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.95,0.0,0,85.4,415.55,Churned,Attitude,Attitude of service provider
Male,77,3,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,81.35,0.0,0,27.66,261.36,Churned,Competitor,Competitor made better offer
Female,41,55,mising,Yes,Yes,Yes,Cable,Yes,No,Yes,No,No,No,No,One Year,Credit Card,66.05,44.53,150,1945.9,5513.47,Stayed,mising,mising
Male,43,72,mising,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,61.2,0.0,0,0.0,4390.25,Stayed,mising,mising
Male,69,72,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,Bank Withdrawal,74.4,0.0,140,379.44,5880.19,Stayed,mising,mising
Female,63,41,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,106.3,0.0,130,427.63,5001.08,Churned,Price,Price too high
Male,38,60,Offer B,No,mising,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Two Year,Bank Withdrawal,39.6,38.46,0,0.0,2386.04,Stayed,mising,mising
Female,43,6,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.3,0.0,0,15.6,593.2,Churned,Other,Don't know
Female,29,46,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,108.9,0.0,0,92.0,4946.3,Stayed,mising,mising
Female,46,15,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Mailed Check,19.9,0.0,0,41.1,361.55,Stayed,mising,mising
Female,33,58,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Credit Card,102.1,0.0,100,203.58,6188.98,Churned,Competitor,Competitor made better offer
Male,60,23,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.6,0.0,0,782.92,1209.57,Stayed,mising,mising
Female,70,31,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,98.9,0.0,0,1486.45,4397.75,Churned,Other,Don't know
Male,54,11,Offer D,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.9,0.0,0,142.45,664.35,Stayed,mising,mising
Female,80,56,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Two Year,Bank Withdrawal,99.9,0.0,0,970.48,6676.78,Stayed,mising,mising
Female,41,25,Offer C,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.05,0.0,0,321.75,793.45,Stayed,mising,mising
Female,38,68,Offer A,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Credit Card,-8.0,0.0,130,0.0,4669.6,Stayed,mising,mising
Female,48,40,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.65,0.0,0,1041.2,1871.45,Stayed,mising,mising
Male,46,36,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,84.9,0.0,0,887.76,3954.96,Churned,Attitude,Attitude of service provider
Male,22,32,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,108.15,0.0,0,886.08,4318.98,Churned,Attitude,Attitude of service provider
Male,28,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,86.85,0.0,0,717.81,6981.61,Stayed,mising,mising
Male,58,17,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,102.55,0.0,0,171.87,1914.37,Stayed,mising,mising
Male,55,18,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,78.2,0.0,0,572.22,2040.97,Stayed,mising,mising
Female,52,37,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,91.2,0.0,0,434.01,3816.31,Stayed,mising,mising
Female,56,28,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,One Year,Bank Withdrawal,70.4,0.0,0,362.32,2354.52,Stayed,mising,mising
Male,34,9,Offer E,No,mising,Yes,Cable,Yes,Yes,No,No,No,No,Yes,One Year,Credit Card,39.55,0.0,0,0.0,373.0,Stayed,mising,mising
Male,59,65,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.4,0.0,0,1524.9,2939.35,Stayed,mising,mising
Female,31,1,Offer E,No,mising,Yes,DSL,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,34.7,0.0,0,0.0,34.7,Churned,Other,Don't know
Male,24,36,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.6,16.56,0,1487.88,4837.37,Stayed,mising,mising
Male,21,23,mising,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,90.6,4.73,0,889.87,2828.34,Churned,Competitor,Competitor offered higher download speeds
Male,21,22,Offer D,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Credit Card,57.95,0.0,0,936.76,2208.56,Stayed,mising,mising
Female,56,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,112.1,18.88,0,328.32,8275.39,Stayed,mising,mising
Female,31,17,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,88.25,0.0,0,304.47,1765.12,Churned,Other,Deceased
Female,20,3,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,85.8,0.0,0,31.8,304.0,Churned,Competitor,Competitor had better devices
Male,31,58,Offer B,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,Yes,One Year,Credit Card,60.3,0.0,0,998.76,4562.56,Churned,Dissatisfaction,Network reliability
Male,60,67,mising,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,81.35,0.0,0,3031.75,8430.35,Stayed,mising,mising
Male,72,34,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,One Year,Bank Withdrawal,99.85,0.0,0,1190.0,4533.15,Stayed,mising,mising
Male,56,10,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.0,0.0,0,44.2,242.9,Stayed,mising,mising
Female,42,69,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,85.35,0.0,0,1274.43,7171.83,Stayed,mising,mising
Male,38,40,mising,No,mising,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,62.05,0.0,0,0.0,2511.55,Stayed,mising,mising
Male,64,20,Offer D,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,64.4,0.0,0,252.0,1650.6,Stayed,mising,mising
Female,61,46,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.4,0.0,0,2185.0,3152.85,Stayed,mising,mising
Female,28,2,mising,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.4,0.0,0,19.58,158.98,Churned,Attitude,Attitude of support person
Female,76,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,70.45,0.0,0,15.28,85.73,Churned,Other,Don't know
Female,44,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,105.0,0.0,0,473.76,8063.56,Stayed,mising,mising
Male,28,70,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.15,0.0,0,85.4,1875.55,Stayed,mising,mising
Male,25,23,Offer D,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,55.3,0.0,0,36.34,1320.54,Stayed,mising,mising
Male,58,36,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.4,0.0,0,1460.88,4935.08,Stayed,mising,mising
Male,70,59,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,93.85,8.13,0,636.02,6202.64,Churned,Price,Price too high
Male,24,67,Offer A,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,20.5,0.0,0,3169.77,4600.72,Stayed,mising,mising
Male,22,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,105.55,0.0,10,599.76,8152.01,Stayed,mising,mising
Female,22,37,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.9,0.0,0,889.48,4434.83,Churned,Dissatisfaction,Lack of self-service on Website
Female,36,72,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.45,0.0,0,1480.32,3189.42,Stayed,mising,mising
Male,23,72,Offer A,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.7,0.0,0,2013.84,3435.74,Stayed,mising,mising
Male,21,3,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,74.4,8.74,0,43.8,264.61,Churned,Dissatisfaction,Product dissatisfaction
Female,75,54,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,One Year,Credit Card,101.5,0.0,0,1808.46,7181.56,Churned,Price,Lack of affordable download/upload speed
Male,59,60,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,95.75,0.0,0,2113.2,7856.1,Churned,Dissatisfaction,Service dissatisfaction
Female,35,58,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,110.65,0.0,0,2201.1,8727.75,Stayed,mising,mising
Female,64,31,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,83.85,11.37,0,372.93,3035.71,Stayed,mising,mising
Male,20,55,mising,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Two Year,Bank Withdrawal,59.2,0.0,0,675.4,3851.25,Stayed,mising,mising
Female,58,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,44.4,0.0,0,26.53,70.93,Churned,Attitude,Attitude of support person
Male,44,49,Offer B,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,85.3,0.0,0,696.29,4994.24,Stayed,mising,mising
Male,40,8,mising,No,mising,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,25.5,0.0,0,0.0,215.2,Churned,Attitude,Attitude of support person
Female,72,39,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,99.75,0.0,0,391.17,4427.17,Stayed,mising,mising
Male,43,66,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Two Year,Credit Card,66.1,0.0,0,2488.86,6917.31,Stayed,mising,mising
Female,23,15,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.55,0.0,0,519.45,815.4,Stayed,mising,mising
Female,34,51,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,One Year,Bank Withdrawal,98.85,0.0,130,2433.72,7511.27,Stayed,mising,mising
Male,74,9,mising,Yes,No,Yes,DSL,No,No,Yes,No,No,No,Yes,Two Year,Mailed Check,49.2,0.0,0,63.99,511.89,Stayed,mising,mising
Female,54,1,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.9,0.0,0,15.51,36.41,Churned,Dissatisfaction,Limited range of services
Male,29,25,Offer C,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,19.5,0.0,0,89.5,605.8,Stayed,mising,mising
Male,56,22,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,87.0,0.0,0,1070.96,2921.61,Stayed,mising,mising
Male,40,15,mising,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.0,0.0,0,176.25,925.5,Stayed,mising,mising
Female,37,28,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,90.1,0.0,0,512.68,3111.63,Churned,Dissatisfaction,Poor expertise of online support
Female,34,47,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.5,0.0,0,1793.05,6500.15,Stayed,mising,mising
Female,21,67,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Mailed Check,85.25,1.31,0,583.57,6296.46,Stayed,mising,mising
Female,78,18,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,74.7,0.0,20,379.62,1694.22,Stayed,mising,mising
Male,47,62,Offer B,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Two Year,Credit Card,60.15,0.0,0,2089.4,5842.6,Stayed,mising,mising
Female,51,41,mising,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,80.55,0.0,0,252.56,3516.46,Stayed,mising,mising
Female,64,44,Offer B,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,50.15,0.0,0,810.48,2949.58,Stayed,mising,mising
Female,59,53,mising,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Credit Card,94.45,0.0,0,1795.64,6838.39,Stayed,mising,mising
Male,44,48,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.05,0.0,0,1586.88,2622.88,Stayed,mising,mising
Female,79,54,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,115.6,0.0,0,2360.34,8791.39,Stayed,mising,mising
Female,28,48,mising,No,mising,Yes,Cable,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,45.3,0.0,140,0.0,2285.0,Churned,Price,Price too high
Male,39,24,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.65,0.0,0,616.32,3021.17,Stayed,mising,mising
